Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
130013014.000000,181.000000,297.000000,353290.000000,346.000000,46102095.000000,7.000000
131011244.000000,191.000000,233.000000,353103.000000,381.000000,46455579.000000,12.000000
132006078.000000,204.000000,273.000000,346488.000000,402.000000,46802469.000000,22.000000
133006862.000000,203.000000,170.000000,352677.000000,335.000000,47155481.000000,20.000000
134006658.000000,201.000000,218.000000,353771.000000,335.000000,47509587.000000,18.000000
135002121.000000,200.000000,254.000000,352124.000000,434.000000,47862145.000000,27.000000
136003646.000000,208.000000,211.000000,348541.000000,357.000000,48211043.000000,26.000000
137001578.000000,171.000000,306.000000,349560.000000,284.000000,48560887.000000,10.000000
138008723.000000,182.000000,225.000000,354660.000000,284.000000,48915831.000000,4.000000
139005642.000000,169.000000,249.000000,349085.000000,258.000000,49265174.000000,7.000000
140000021.000000,168.000000,186.000000,351580.000000,255.000000,49617009.000000,1.000000
141006740.000000,175.000000,263.000000,349032.000000,289.000000,49966330.000000,5.000000
142004951.000000,166.000000,229.000000,351201.000000,311.000000,50317842.000000,5.000000
143007798.000000,201.000000,205.000000,352144.000000,436.000000,50670422.000000,15.000000
144016261.000000,203.000000,218.000000,355626.000000,380.000000,51026428.000000,13.000000
145004889.000000,209.000000,259.000000,348494.000000,413.000000,51375335.000000,15.000000
146001309.000000,198.000000,273.000000,350228.000000,329.000000,51725892.000000,23.000000
147010504.000000,193.000000,245.000000,352897.000000,363.000000,52079152.000000,13.000000
148003208.000000,179.000000,301.000000,346617.000000,282.000000,52426051.000000,9.000000
149007140.000000,174.000000,227.000000,351084.000000,326.000000,52777461.000000,12.000000
150000405.000000,166.000000,301.000000,348681.000000,300.000000,53126442.000000,1.000000
151005608.000000,177.000000,162.000000,353216.000000,271.000000,53479929.000000,7.000000
152033593.000000,188.000000,211.000000,363922.000000,370.000000,53844221.000000,2.000000
153020132.000000,206.000000,201.000000,348052.000000,373.000000,54192646.000000,15.000000
154001393.000000,190.000000,243.000000,346840.000000,324.000000,54539810.000000,19.000000
155001512.000000,192.000000,189.000000,351136.000000,403.000000,54891349.000000,13.000000
156023844.000000,192.000000,171.000000,361484.000000,323.000000,55253156.000000,4.000000
157003393.000000,175.000000,294.000000,342947.000000,354.000000,55596457.000000,3.000000
158010401.000000,231.000000,194.000000,353620.000000,565.000000,55950642.000000,16.000000
159007974.000000,240.000000,180.000000,350984.000000,476.000000,56302102.000000,53.000000
160006763.000000,216.000000,265.000000,350552.000000,345.000000,56652999.000000,38.000000
161008209.000000,191.000000,195.000000,353129.000000,369.000000,57006497.000000,36.000000
162033192.000000,184.000000,171.000000,360230.000000,284.000000,57367011.000000,15.000000
163030441.000000,179.000000,238.000000,346324.000000,249.000000,57713584.000000,5.000000
164018919.000000,162.000000,207.000000,338960.000000,272.000000,58052816.000000,7.000000
