Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
158001155.000000,519.000000,84.000000,350257.000000,635.000000,55948734.000000,305.000000
159002652.000000,456.000000,83.000000,352476.000000,560.000000,56301770.000000,337.000000
160006737.000000,306.000000,69.000000,352226.000000,393.000000,56654389.000000,183.000000
161013415.000000,376.000000,83.000000,354732.000000,489.000000,57009610.000000,224.000000
162000740.000000,277.000000,77.000000,346984.000000,374.000000,57356968.000000,159.000000
163003896.000000,244.000000,57.000000,348163.000000,319.000000,57705450.000000,115.000000
164001289.000000,273.000000,87.000000,342074.000000,366.000000,58047890.000000,127.000000
165000195.000000,290.000000,69.000000,345339.000000,386.000000,58393615.000000,134.000000
166000464.000000,293.000000,60.000000,350880.000000,377.000000,58744872.000000,150.000000
167000168.000000,363.000000,75.000000,347546.000000,452.000000,59092870.000000,204.000000
168002116.000000,237.000000,88.000000,349038.000000,346.000000,59442254.000000,142.000000
169002933.000000,259.000000,54.000000,350332.000000,345.000000,59792931.000000,107.000000
170004326.000000,214.000000,70.000000,341939.000000,297.000000,60135167.000000,110.000000
171005812.000000,298.000000,80.000000,349856.000000,401.000000,60485424.000000,116.000000
172004305.000000,320.000000,72.000000,350607.000000,421.000000,60836452.000000,193.000000
173002039.000000,234.000000,65.000000,352069.000000,314.000000,61188835.000000,118.000000
174000642.000000,277.000000,58.000000,347780.000000,350.000000,61536965.000000,114.000000
175000474.000000,320.000000,78.000000,352050.000000,418.000000,61889433.000000,170.000000
176001863.000000,375.000000,85.000000,353398.000000,482.000000,62243313.000000,201.000000
177001730.000000,369.000000,65.000000,350479.000000,462.000000,62594254.000000,218.000000
178011232.000000,332.000000,88.000000,352488.000000,456.000000,62947198.000000,233.000000
179004492.000000,335.000000,65.000000,347822.000000,429.000000,63295449.000000,154.000000
180006662.000000,245.000000,71.000000,349835.000000,335.000000,63645619.000000,143.000000
181003547.000000,261.000000,60.000000,349596.000000,327.000000,63995542.000000,118.000000
182017109.000000,272.000000,65.000000,358915.000000,348.000000,64354805.000000,120.000000
183000642.000000,245.000000,53.000000,348514.000000,313.000000,64703632.000000,116.000000
